,acc,prec,rec,f1,rules
unordered_laplace_4_14_2,0.797752808988764,0.8580072463768116,0.776169730245882,0.7944722918407129,"IF Proline>=990.0 THEN Wine=1 
IF Proline>=735.0 AND Flavanoids>=2.41 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_14_3,0.797752808988764,0.8532841859454763,0.7748750033155618,0.7917662368389919,"IF Proline>=990.0 THEN Wine=1 
IF Proline>=735.0 AND OD280/OD315 of diluted wines>=2.78 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 AND Alcalinity of ash>=18.0 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_14_4,0.797752808988764,0.8532841859454763,0.7748750033155618,0.7917662368389919,"IF Proline>=990.0 THEN Wine=1 
IF Flavanoids>=2.41 AND Alcohol>=12.93 AND Magnesium>=96.0 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 AND Alcalinity of ash>=18.0 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_14_5,0.797752808988764,0.8532841859454763,0.7748750033155618,0.7917662368389919,"IF Proline>=990.0 THEN Wine=1 
IF Flavanoids>=2.41 AND Alcohol>=12.93 AND Magnesium>=96.0 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 AND Alcalinity of ash>=18.0 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_15_2,0.7921348314606742,0.8554409607627429,0.7705200127317577,0.7892069171138938,"IF Proline>=990.0 THEN Wine=1 
IF Alcohol>=12.79 AND Flavanoids>=2.41 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_15_3,0.7921348314606742,0.8505513612445665,0.7692252858014376,0.7865625106206856,"IF Proline>=990.0 THEN Wine=1 
IF Total phenols>=2.36 AND Proline>=680.0 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Proline<=760.0 AND Hue>=0.98 AND Hue>=1.05 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_15_4,0.7921348314606742,0.8505513612445665,0.7692252858014376,0.7865625106206856,"IF Proline>=990.0 THEN Wine=1 
IF Total phenols>=2.36 AND Proline>=680.0 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Proline<=760.0 AND Hue>=0.98 AND Hue>=1.05 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_15_5,0.7921348314606742,0.8505513612445665,0.7692252858014376,0.7865625106206856,"IF Proline>=990.0 THEN Wine=1 
IF Total phenols>=2.36 AND Proline>=680.0 AND Color intensity>=3.52 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Proline<=760.0 AND Hue>=0.98 AND Hue>=1.05 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_16_2,0.7921348314606742,0.8554409607627429,0.7705200127317577,0.7892069171138938,"IF Proline>=990.0 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Alcohol<=12.85 AND OD280/OD315 of diluted wines>=2.26 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
unordered_laplace_4_16_3,0.7921348314606742,0.8505513612445665,0.7692252858014376,0.7865625106206856,"IF Proline>=990.0 THEN Wine=1 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Proline<=760.0 AND Hue>=0.98 AND Hue>=1.05 THEN Wine=2 
IF Hue<=0.79 AND Color intensity>=4.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
